
USSR🐻,Obj.268,Alesha,https://forblitz.ru/wp-content/uploads/2024/01/obj268_alesha_pc.zip
USSR🐻,Obj.268,Svyatogor,https://forblitz.ru/wp-content/uploads/2024/01/obj268_svyatogor_forblitz_pc.zip
USSR🐻,Obj.263,DelicateMatter,https://blitz-mods.com/mod/remodelings/remodeling-object-263-delicate-matter-251/download/pc-wg/file?_token=x=0
USSR🐻,Obj.140,Sehmen,https://forblitz.ru/wp-content/uploads/2022/07/updated_object_140_sehmet_sadabsolution_steam.zip
USSR🐻,Obj.140,T80BVM,https://forblitz.ru/wp-content/uploads/2023/12/t80bvm_object140_pc.zip
USSR🐻,Obj.140,Yatagan,https://blitz-mods.com/mod/remodelings/remodeling-t-84-yatagan-obj140-224/download/pc-wg/file?_token=x=0
USSR🐻,Obj.140,T64BV,https://blitz-mods.com/mod/remodelings/remodeling-t-64bv-obj-140-214/download/pc-wg/file?_token=x=0
USSR🐻,T-62A,T90A,https://forblitz.ru/wp-content/uploads/2024/01/t90_order_steam.zip
USSR🐻,T-62A,ZTZ62,https://blitz-mods.com/mod/remodelings/remodeling-ztz-62-t-62a-188/download/pc-wg/file?_token=x=0
USSR🐻,T-62A,EraCustom,https://blitz-mods.com/mod/remodelings/t62a-001-3d-style-custom-248/download/pc-wg/file?_token=x=0

USSR🐻,T-100LT,Gyurza,https://forblitz.ru/wp-content/uploads/2023/12/t100lt_forblitz_pc.zip
USSR🐻,T-100LT,Interceptor,https://drive.usercontent.google.com/download?id=1NJDaRzHvJY47Z69wTE_zqo7qwtxxxj7h&export=download&authuser=1&confirm=t&uuid=a6a51793-7d8a-46e6-b818-4377a324038f&at=AENtkXZ8rQFHRlrQeYgMq4Jhl9cZ:1730984861744
USSR🐻,SU-122-44,The-Viper,https://blitz-mods.com/mod/remodelings/remodeling-su-122-44-the-viper-268/download/pc-wg/file?_token=x=0
USSR🐻,Obj.907,Basalt-Burnout,https://forblitz.ru/wp-content/uploads/2024/05/obj907_basalt_burnout_pc.zip

USSR🐻,Obj.268-4,Seeper,https://forblitz.ru/wp-content/uploads/2022/09/update_object_268_4_shst_sadabsolution_steam.zip
USSR🐻,Obj.268-4,Morion,https://forblitz.ru/wp-content/uploads/2024/09/obj_268_4_morion_forblitz_21092024_pc.zip
USSR🐻,SU-130PM,Altai-Fox,https://forblitz.ru/wp-content/uploads/2023/01/su_130pms_sadabsolution_windows.zip

Japan🏯,STB-1,Skirted,https://drive.usercontent.google.com/download?id=18IBT8zFVwrIMbjcr7AAbB7Lapk2D4z5i&export=download&authuser=1&confirm=t&uuid=c925fe6c-1710-4121-ac76-c49853523eda&at=AENtkXbqk8yHiGUVL215QmJv_MOF:1730990256439
Japan🏯,STB-1,Winter-Locust,https://forblitz.ru/wp-content/uploads/2024/06/st_b1_koshigatana_forblitz_pc.zip
Japan🏯,Ho-Ri,Steel-Hunter,https://blitz-mods.com/mod/remodelings/remodeling-type-3-ho-ri-steel-hunter-215/download/pc-wg/file?_token=x=0
Japan🏯,STB-1,Koshigatana,https://forblitz.ru/wp-content/uploads/2022/07/koshigatana_qirashi_steam.zip
Japan🏯,Ho-Ri,Samurai,https://blitz-mods.com/mod/remodelings/remodeling-type-3-ho-ri-samurai-194/download/pc-wg/file?_token=x=0

German🍺,E-50M,E50-M-Revenant,https://drive.usercontent.google.com/download?id=1UKP2jkTCV7DbDPNDOkNKmb5eJR2tCnkW&export=download&authuser=1&confirm=t&uuid=b5a7560f-9e56-4e5e-88a2-9ea6532c4d63&at=APvzH3rxg1zYw9XGG6LVoKHYd_oJ:1733352965543
German🍺,E-50M,Barracuda,https://forblitz.ru/wp-content/uploads/2024/07/e50_m_panzerbarracuda_forblitz_05072024_pc.zip
German🍺,E-50M,Nimmermer,https://forblitz.ru/wp-content/uploads/2022/12/nimmermer_steam.zip
German🍺,E-100,Deusex,https://forblitz.ru/wp-content/uploads/2022/08/update_e100_deusex_sadabsolution_steam.zip
German🍺,E-100,Nemesis,https://forblitz.ru/wp-content/uploads/2023/06/e100_pinny_steam.zip
German🍺,E-100,Klarer-Himmel,https://forblitz.ru/wp-content/uploads/2022/06/e100nem-9_steam.zip
German🍺,E-100,Cannon-Boss,https://forblitz.ru/wp-content/uploads/2024/10/e100_cannon_boss_2024_pc.zip
German🍺,E-100,Nemesis-Addon,https://drive.usercontent.google.com/download?id=1kUrgbOj3B9sK0MiCFpbeTonvE_dmdkb9&export=download&authuser=1&confirm=t&uuid=085afa3a-5257-4b5b-b13b-7c2861bf954f&at=AENtkXYwGClRUIPN4DDNsoVH1Q-6:1731714220807
